Join Year,Organization,Title,Address,City,State,ZipPostal,CountryOverride,Locale,Phone,URL,Latitude,Longitude,PartnerTypes,NewUntil,Created,Updated
2016,Seafood Watch,Community Hospital of the Monterey Peninsula,23625 Holman Hwy,Monterey,California,93940,United States,National,(831) 624-5311,http://www.chomp.org/,36.579006,-121.913228,Business Partner,11/11/16 0:00,5/17/16 13:52,7/18/17 16:48
2014,Seafood Watch,Compass Group North America,2400 Yorkmont Rd,Charlotte,North Carolina,28217,United States,National,(704) 328-4000,http://compass-usa.com,35.190072,-80.919873,Business Partner,null,8/26/14 13:06,7/18/17 16:48
2015,Seafood Watch,Coral World Ocean Park,6450 Coki Point,St. Thomas,null,802,U.S. Virgin Islands,null,(340) 775-1555,http://coralworldvi.com/,18.349406,-64.863624,Conservation Partner,7/3/15 0:00,3/4/15 13:54,7/18/17 16:48
2018,Seafood Watch,California Fish Grill,153-C Serramonte Ctr.,Daly City,California,95014,United States,null,null,https://www.cafishgrill.com,37.67115,-122.467798,Restaurant Partner,9/30/18 7:00,3/30/18 20:20,10/12/18 17:08
2018,Seafood Watch,California Fish Grill,8990 Apollo Way,Downey,California,90242,United States,null,(562) 396-5900,https://www.cafishgrill.com,33.922966,-118.13012,Restaurant Partner,9/30/18 7:00,3/30/18 20:22,10/12/18 17:08
2015,Seafood Watch,Cress Restaurant,103 W Indiana Ave,DeLand,Florida,32720-4209,United States,null,(386) 734-3740,http://www.cressrestaurant.com/,29.029142,-81.303804,Restaurant Partner,10/18/14 0:00,7/1/15 11:19,7/18/17 16:48
2018,Seafood Watch,California Fish Grill,730 Allied Way,El Segundo,California,90245,United States,null,(310) 322-1200,https://www.cafishgrill.com,33.906666,-118.390255,Restaurant Partner,9/30/18 7:00,3/30/18 20:24,10/12/18 17:08
2018,Seafood Watch,California Fish Grill,18020 Brookhurst St.,Fountain Valley,California,92708,United States,null,(714) 881-0110,https://www.cafishgrill.com,33.701653,-117.95399,Restaurant Partner,9/30/18 7:00,3/30/18 20:28,10/12/18 17:08
2018,Seafood Watch,California Fish Grill,1425 W. Artesia Blvd,Gardena,California,90248,United States,null,(310) 255-2777,https://www.cafishgrill.com/,33.873857,-118.30038,Restaurant Partner,9/30/18 7:00,3/30/18 20:30,10/12/18 17:08
2018,Seafood Watch,California Fish Grill,3988 Barranca Parkway,Irvine,California,92606,United States,null,(949) 654-3838,https://www.cafishgrill.com,33.684464,-117.809147,Restaurant Partner,9/30/18 7:00,3/30/18 20:32,10/12/18 17:09
2018,Seafood Watch,California Fish Grill,13780 Jamboree Road,Irvine,California,92602,United States,null,(949_ 386-1980,https://www.cafishgrill.com,33.723331,-117.789585,Restaurant Partner,9/30/18 7:00,3/30/18 20:34,10/12/18 17:09
2018,Seafood Watch,California Fish Grill,23704 El Toro Rd,Lake Forest,California,92630,United States,null,(949) 586-4538,https://www.cafishgrill.com,33.61803,-117.702275,Restaurant Partner,9/30/18 7:00,3/30/18 20:36,10/12/18 17:09
2018,Seafood Watch,California Fish Grill,3801 Lakewood Blvd.,Long Beach,California,90808,United States,null,(562) 420-1010,https://www.cafishgrill.com,33.828588,-118.143074,Restaurant Partner,9/30/18 7:00,3/30/18 20:39,10/12/18 17:09
2018,Seafood Watch,California Fish Grill,"1530 Camino de la Reina, Suite A",San Diego,California,92108,United States,null,(619) 541-8723,https://www.cafishgrill.com,32.770645,-117.151214,Restaurant Partner,9/30/18 7:00,3/30/18 20:40,10/12/18 17:09
2019,Seafood Watch,California Fish Grill,"744 W. Rancho Vista Blvd., Suite A",Palmdale,California,93551,United States,null,null,https://www.cafishgrill.com/,34.60187,-118.145547,Restaurant Partner,6/18/19 17:45,1/18/19 18:45,1/18/19 18:52
2018,Seafood Watch,California Fish Grill,"552 S. Azusa Ave, Ste E",City of Industry,California,91748,United States,null,(626) 508-1548,https://www.cafishgrill.com,33.994042,-117.931071,Restaurant Partner,9/30/18 7:00,3/30/18 20:45,10/12/18 17:10
2018,Seafood Watch,California Fish Grill,"27471 San Bernardino Ave, Suite 150 & 160",Redlands,California,92374,United States,null,(909) 963-0108,https://www.cafishgrill.com,34.074495,-117.206333,Restaurant Partner,9/30/18 7:00,3/30/18 20:46,10/12/18 17:10
2018,Seafood Watch,California Fish Grill,1185 W. Renaissance Parkway #340,Rialto,California,92376,United States,null,(909) 340-4434,https://www.cafishgrill.com/,34.134565,-117.395021,Restaurant Partner,4/15/19 7:00,10/11/18 22:55,11/30/18 22:38
2018,Seafood Watch,California Fish Grill,"2100 Arden Way, Suite 100",Sacramento,California,95825,United States,null,null,https://www.cafishgrill.com/,38.595488,-121.41653,Restaurant Partner,6/1/19 0:00,11/30/18 22:34,11/30/18 22:44
2018,Seafood Watch,California Fish Grill,1135 E. 19th Street,Upland,California,91784,United States,null,(909) 473-5170,https://www.cafishgrill.com,34.133381,-117.635466,Restaurant Partner,9/30/18 7:00,3/30/18 20:48,10/12/18 17:10
2018,Seafood Watch,California Fish Grill,24201 W. Valencia Blvd,Santa Clarita,California,91355,United States,null,(661) 291-1518,https://www.cafishgrill.com,34.415281,-118.559225,Restaurant Partner,9/30/18 7:00,3/30/18 20:50,10/12/18 17:10
2018,Seafood Watch,California Fish Grill,2910 Ygnacio Valley Road,Walnut Creek,California,94596,United States,null,(925) 444-0360,https://www.cafishgrill.com/locations,37.926769,-122.016663,Restaurant Partner,2/17/19 8:00,8/17/18 17:59,8/17/18 18:02
2018,Seafood Watch,California Fish Grill,6435 Canoga Ave.,Woodland Hills,California,91367,United States,null,(818) 928-3830,https://www.cafishgrill.com,34.187832,-118.597904,Restaurant Partner,9/30/18 7:00,3/30/18 20:52,10/12/18 17:10
2015,Seafood Watch,California Market at Pacific's Edge,120 Highlands Drive,Carmel,California,93923,United States,null,(831) 620-1234,https://highlandsinn.hyatt.com/en/hotel/dining.html,36.501985,-121.937526,Restaurant Partner,12/1/15 8:00,6/1/15 13:54,6/13/18 21:22
2015,Seafood Watch,Canyon Ranch,3355 Las Vegas Blvd. South Suite 1159,Las Vegas,Nevada,89109,United States,null,(702) 414-3600,https://www.canyonranch.com/las-vegas/,36.122691,-115.170182,Business Partner,1/15/16 8:00,4/10/15 10:11,7/18/17 16:48
2015,Seafood Watch,Canyon Ranch,165 Kemble Street,Lenox,Massachusetts,1240,United States,null,(413) 637-4100,http://www.canyonranch.com/lenox,42.350774,-73.280911,Business Partner,10/10/15 0:00,4/10/15 10:11,7/18/17 16:48
2014,Seafood Watch,Crave Fishbar,945 2nd Ave,New York,New York,10022,United States,null,(917) 656-3383,http://www.cravefishbar.com/,40.75517,-73.968721,Restaurant Partner,2/28/15 0:00,10/28/14 10:19,7/18/17 16:48
2014,Seafood Watch,Crave Fishbar,428 Amsterdam Avenue,New York,New York,10024,United States,null,(646) 494-2750,http://www.cravefishbar.com/,40.784342,-73.977911,Restaurant Partner,7/15/16 0:00,10/28/14 10:19,7/18/17 16:48
2015,Seafood Watch,Dig Inn Seasonal Market,557 Boylston St. (Between Dartmouth St. and Clarendon St.),Boston,Massachusetts,2116,United States,null,(617) 904-3711,https://www.diginn.com/locations/,42.351,-71.076,Restaurant Partner,9/19/17 7:00,10/29/15 10:35,3/23/17 23:12
2015,Seafood Watch,Dig Inn Seasonal Market,80 Broad Street (Between Stone and Marketfield),New York,New York,10004,United States,null,(212) 776-4052,https://www.diginn.com/locations/,40.704257,-74.011897,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:12
2018,Seafood Watch,Cool Eatz at Cantor Arts at Stanford University,"Cantor Center for Visual Arts, Lomita drive & Museum Way",Stanford,California,94305,United States,null,(650) 725-4758,https://www.cooleatz.com/cantor-arts-stanford,37.432812,-122.171837,Restaurant Partner,null,6/13/18 21:57,6/13/18 21:59
2018,Seafood Watch,Cool Eatz at Flea St. Cafe,3607 Alameda de las Pulgas,Menlo Park,California,94025,United States,null,(650) 854-1226,https://www.cooleatz.com/flea-st-cafe,37.431734,-122.201328,Restaurant Partner,null,6/13/18 21:50,6/13/18 21:57
2018,Seafood Watch,Cool Eatz at Menlo Business Park,1525 O'Brien Drive Suite C,Menlo Park,California,94025,United States,null,(650) 325-3665,https://www.cooleatz.com/,37.47708,-122.14088,Restaurant Partner,null,6/13/18 21:53,6/13/18 21:56
2015,Seafood Watch,Dallas Zoo,650 S.R.L Thornton FWY,Dallas,Texas,75203,United States,null,(469) 554-7500,http://www.dallaszoo.com/,32.744042,-96.814194,Conservation Partner,9/13/15 0:00,3/17/15 11:45,7/27/16 11:33
2016,Seafood Watch,Dalva e Dito,"Rua Padre João Manuel, 1115",Jardins São Paulo,null,null,Brazil,null,(+55 11) 3068-4444,http://dalvaedito.com.br/,-23.566,-46.667,Restaurant Partner,3/15/17 0:00,9/15/16 14:48,9/15/16 14:51
2017,Seafood Watch,Decca,812 E. Market St.,Louisville,Kentucky,40206,United States,null,(415) 317-1020,http://deccarestaurant.com/,38.252857,-85.737442,Restaurant Partner,6/7/18 7:00,12/7/17 22:21,12/7/17 22:23
2014,Seafood Watch,Denver Zoo,2300 Steele St,Denver,Colorado,80205-4899,United States,null,(720) 337-1400,http://www.denverzoo.org,39.74928,-104.950635,Conservation Partner,null,8/26/14 13:06,10/29/15 14:13
2015,Seafood Watch,Dig Inn Seasonal Market,225 Liberty Street (at Hudson Eats),New York,New York,10281,United States,null,(212) 776-4051,https://www.diginn.com/locations/,40.712741,-74.015644,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:13
2015,Seafood Watch,Dig Inn Seasonal Market,2884 Broadway (Between 112th & 113th),New York,New York,10025,United States,null,(212) 776-4047,https://www.diginn.com/locations/,40.805607,-73.965491,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:12
2018,Seafood Watch,Dig Inn Seasonal Market,277 Washington Street,Boston,Massachusetts,2108,United States,null,(617) 904-3711,https://www.diginn.com/locations/#city-boston,42.357624,-71.058319,Restaurant Partner,12/14/18 8:00,6/14/18 19:51,6/14/18 19:55
2018,Seafood Watch,Dig Inn Seasonal Market,1407 Broadway,New York,New York,10018,United States,null,(212) 365-5060,https://www.diginn.com/locations/,40.75353,-73.98777,Restaurant Partner,12/14/18 8:00,6/14/18 20:02,6/14/18 20:05
2015,Seafood Watch,Dig Inn Seasonal Market,350 Hudson Street (Between King & Charlton),New York,New York,10014,United States,null,(917) 720-1205,https://www.diginn.com/locations/,40.727723,-74.0069,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:13
2017,Seafood Watch,Discovery Southeast,8510 Mendenhall Loop Rd,Juneau,Alaska,99801,United States,null,(907) 463-1500,http://www.discoverysoutheast.org/,58.398,-134.567,Conservation Partner,9/30/17 7:00,3/31/17 18:20,3/31/17 18:33
2016,Seafood Watch,D.O.M.,"Rua Barão de Capanema, 549",Jardins São Paulo,null,null,Brazil,null,+55 (11) 3088 0761,http://www.domrestaurante.com.br/en/home.html,-23.566,-46.667,Restaurant Partner,3/15/17 0:00,9/15/16 14:44,9/15/16 14:47
2017,Seafood Watch,Drift Fish House & Oyster Bar,"4475 Roswell Road, Suite 1410",Marietta,Georgia,30062,United States,null,(770) 635-7641,http://www.driftoysterbar.com/,33.988182,-84.422279,Restaurant Partner,6/15/18 7:00,12/15/17 21:51,12/19/17 18:00
2015,Seafood Watch,Dig Inn Seasonal Market,16 East 23rd St. (Madison Ave & 23rd St.,New York,New York,10010,United States,null,(212) 253-6174,https://www.diginn.com/locations/,40.740758,-73.988275,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:12
2015,Seafood Watch,Dig Inn Seasonal Market,150 East 52nd St. (Betwen Lex & 3rd),New York,New York,10022,United States,null,(212) 421-3055,https://www.diginn.com/locations/,40.757,-73.971,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:12
2015,Seafood Watch,Dig Inn Seasonal Market,275 Madison Ave (Between 39th & 40th),New York,New York,10016,United States,null,(212) 697-7867,https://www.diginn.com/locations/,40.751151,-73.979916,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:13
2015,Seafood Watch,Dig Inn Seasonal Market,40 West 55th Street (Between 5th & 6th Ave),New York,New York,10019,United States,null,(212) 246-6844,https://www.diginn.com/locations/,40.762,-73.977,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:13
2015,Seafood Watch,Dig Inn Seasonal Market,1178 Broadway (at the corner of Broadway and 28th),New York,New York,10001,United States,null,(212) 335-2010,https://www.diginn.com/locations/,40.745341,-73.988567,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:12
2015,Seafood Watch,Dig Inn Seasonal Market,80 Pine Street,New York,New York,10005,United States,null,(212) 785-1110,https://www.diginn.com/locations/,40.706102,-74.007268,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:13
2018,Seafood Watch,Dig Inn Seasonal Market,800 Boylston Street,Boston,Massachusetts,2199,United States,null,(617) 276-1001,https://www.diginn.com/locations/,42.34751,-71.08135,Restaurant Partner,12/14/18 8:00,6/14/18 19:56,6/14/18 19:58
2015,Seafood Watch,Dig Inn Seasonal Market,112 S. Ridge Street (The Rye Ridge Shopping Center),Rye Brook,New York,10573,United States,null,(914) 305-8463,https://www.diginn.com/locations/,41.003,-73.681,Restaurant Partner,9/13/17 7:00,10/29/15 10:35,3/23/17 23:13
2018,Seafood Watch,Dig Inn Seasonal Market,70 Prince Street,New York,New York,10012,United States,null,(212) 253-7854,https://www.diginn.com/locations/,40.72372,-73.99694,Restaurant Partner,12/14/18 8:00,6/14/18 20:05,6/14/18 20:07
2015,Seafood Watch,Dig Inn Seasonal Market,856 8th Avenue (Between 51st & 52nd),New York,New York,10019,United States,null,(212) 335-2106,https://www.diginn.com/locations/,40.763,-73.985,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:12
2015,Seafood Watch,Dig Inn Seasonal Market,17 East 17th Street (Between Broadway & 5th Ave),New York,New York,10003,United States,null,(212) 253-7676,https://www.diginn.com/locations/,40.737559,-73.991129,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:12
2015,Seafood Watch,Dig Inn Seasonal Market,1297 Lexington Ave (Lexington & 87th St.),New York,New York,10128,United States,null,(212) 253-6176,https://www.diginn.com/locations/,40.78,-73.955,Restaurant Partner,4/29/16 7:00,10/29/15 10:35,3/23/17 23:13
2018,Seafood Watch,Dig Inn Seasonal Market,166 North 4th Street,Brooklyn,New York,11211,United States,null,(718) 215-6844,https://www.diginn.com/locations/,40.715764,-73.958976,Restaurant Partner,12/14/18 8:00,6/14/18 19:59,6/14/18 20:02
2016,Seafood Watch,Festival Foods,25300 75th St.,Paddock Lake,Wisconsin,53168,United States,null,(262) 843-4204,http://www.paddocklakeside.com,42.568,-88.115,Business Partner,null,12/2/16 14:16,12/2/16 14:38
2018,Seafood Watch,Festival Foods,6000 31st Street,Kenosha,Wisconsin,53144,United States,null,(844) 358-1453,https://www.festfoods.com/stores/somers,42.61046,-87.876733,Business Partner,null,7/16/18 20:21,7/16/18 20:23
2014,Seafood Watch,Doc Ricketts,124 Columbus Ave,San Francisco,California,94133,United States,null,(415) 649-6191,http://www.docrickettssf.com/,37.796953,-122.404854,Restaurant Partner,10/16/14 0:00,8/26/14 13:06,10/29/15 14:13
2015,Seafood Watch,Dolphin Adventure,Av. Paseo de las palmas #39-A,Nuevo Vallarta,null,63732,Mexico,International,(888) 526-2238,http://www.vallarta-adventures.com/,20.690808,-105.288455,Conservation Partner,1/15/16 0:00,7/16/15 13:23,10/29/15 14:13
2014,Seafood Watch,Dolphins Plus,31 Corrine Place,Key Largo,Florida,33037,United States,null,(305) 451-1993,http://dolphinsplus.com,25.084154,-80.442042,Conservation Partner,9/11/13 0:00,8/26/14 13:06,10/29/15 14:13
2014,Seafood Watch,Domenico's on the Wharf,50 Fishermans Wharf #1,Monterey,California,93940-2429,United States,null,(831) 372-3655,http://www.domenicosmonterey.com/,36.604232,-121.892786,Restaurant Partner,null,8/26/14 13:05,1/31/19 19:14
2015,Seafood Watch,Eagle Wing Tours,1 Dallas Rd,Victoria - British Columbia,British Columbia,V8V 0B2,Canada,null,1-(800) 708-9488,https://www.eaglewingtours.com/,48.422613,-123.382482,Conservation Partner,5/8/16 7:00,12/8/15 18:22,8/30/18 16:33
2014,Seafood Watch,East Bay Regional Park District,2950 Peralta Oaks Court,Oakland,California,94605,United States,null,(888) 327-2757,http://www.ebparks.org,37.743616,-122.144207,Conservation Partner,null,8/26/14 13:05,8/19/15 11:01
2017,Seafood Watch,Eat Sustainable Seafood,10 Willow Road Suite 109,Maple Shade,New Jersey,8052,United States,National,(856) 500-3474,null,null,null,Industry Collaborator,8/1/17 7:00,2/1/17 23:10,1/21/19 18:15
2014,Seafood Watch,"EcoFish, Inc.",null,Portsmouth,New Hampshire,3801,United States,National,(603) 834-6034,http://www.ecofish.com,null,null,Industry Collaborator,7/24/14 0:00,8/26/14 13:06,1/21/19 18:15
2018,Seafood Watch,Edenworks,234 Johnson Ave,Brooklyn,New York,11206,United States,null,3108041305,http://www.edenworks.com,null,null,Industry Collaborator,2/8/19 13:30,8/8/18 21:43,1/21/19 18:15
2014,Seafood Watch,Edgar's Restaurant at Quail Lodge & Gulf Club,8000 Valley Greens Dr,Carmel,California,93923-9515,United States,null,(831) 620-8910,https://www.quaillodge.com/dining/edgars,36.530897,-121.859102,Restaurant Partner,6/5/14 7:00,8/26/14 13:05,5/22/17 18:27
2015,Seafood Watch,Edmonton Valley Zoo,13315 Buena Vista Road NW,Edmonton - Alberta,null,T5J 2R7,Canada,null,(780) 442-5311,http://www.edmonton.ca/attractions_events/edmonton-valley-zoo.aspx,53.511203,-113.554111,Conservation Partner,6/18/15 0:00,2/19/15 10:00,8/19/15 14:01
2014,Seafood Watch,Ekstrom Aquaculture,1205 Frank Stubbs Drive,El Campo,Texas,77437,United States,null,(979)543-8989,http://www.eksent.com/,29.197301,-96.248071,Industry Collaborator,9/3/14 7:00,8/26/14 13:06,1/21/19 18:15
2014,Seafood Watch,El Paso Zoo,4001 E. Paisano Dr,El Paso,Texas,79905,United States,null,(915) 521-1850,http://www.elpasozoo.org,31.767642,-106.445302,Conservation Partner,null,8/26/14 13:06,8/19/15 14:08
2014,Seafood Watch,Elmwood Park Zoo,1661 Harding Blvd,Norristown,Pennsylvania,19401,United States,null,(800) 652-4143,http://www.elmwoodparkzoo.org,40.132848,-75.338665,Conservation Partner,5/1/14 0:00,8/26/14 13:06,8/19/15 14:17
2014,Seafood Watch,Esalen Institute,55000 Highway 1,Big Sur,California,93920,United States,null,(831) 667-3030,http://www.esalen.org/,36.12433,-121.636963,Restaurant Partner,1/1/14 0:00,8/26/14 13:06,8/19/15 14:31
2018,Seafood Watch,Etas-Unis French American Bistro,Dolores Street beteween 5th and 6th,Carmel-By-The-Sea,California,93921,United States,null,(831) 238-6010,https://www.etatsuniscarmel.com/,36.55143,-121.927528,Restaurant Partner,12/24/18 8:00,10/17/18 16:17,10/17/18 16:20
2015,Seafood Watch,Euclid Fish Company,7839 Enterprise Dr.,Mentor,Ohio,44061,United States,null,(440) 951-6448,http://www.euclidfish.com/shop/,41.658449,-81.380825,Industry Collaborator,10/2/15 7:00,4/2/15 12:27,1/21/19 18:15
2018,Seafood Watch,Etas-Unis French American Bistro,Dolores Street beteween 5th and 6th,Carmel-By-The-Sea,California,93921,United States,null,(831) 238-6010,https://www.etatsuniscarmel.com/,36.55143,-121.927528,Restaurant Partner,12/24/18 8:00,7/5/18 18:08,10/17/18 16:19
2014,Seafood Watch,Farallon Restaurant,450 Post St # 4,San Francisco,California,94102-1530,United States,null,(415) 956-6969,http://www.farallonrestaurant.com,37.78841,-122.409248,Restaurant Partner,null,8/26/14 13:05,8/19/15 14:43
